cod,name,provincias,population,var_mayores_64_años_(2018),var_extranjeros_(2018),var_hombres_(2018),var_mujeres_(2018),var_edad_media_(2018),var_suelo_urbano,var_analfabetos_+_sin_estudios_(2011),var_estudios_primer_grado_(2011),var_estudios_segundo_grado_(2011),var_tasa_paro_calculada_(2019),var_renta_media_total_(2016),party_PP,party_PSOE,party_Ciudadanos,party_Podemos,party_Vox,var_Abstención_(29A)
48003,Amorebieta-Etxano,Bizkaia,19140,19.75,8.73,49.01,50.99,43.15,6.33,6.82,11.71,48.53,6.57,16885,2.66,14.65,1.76,15.37,1.01,22.23
48011,Arrigorriaga,Bizkaia,12230,17.02,4.14,48.71,51.29,43.18,6.87,4.31,13.21,49.42,8.28,15551,4.36,19.61,2.43,20.82,1.77,24.46
48013,Barakaldo,Bizkaia,100435,22.62,6.67,48.34,51.66,45.40,21.98,7.99,14.24,49.50,10.41,14602,7.34,29.55,3.45,22.45,2.43,25.59
48015,Basauri,Bizkaia,40762,26.82,5.62,48.51,51.49,47.74,41.93,7.90,15.59,53.06,10.91,14271,6.96,26.68,2.93,19.5,2.05,25.41
48017,Bermeo,Bizkaia,16688,22.94,6.35,49.37,50.63,45.14,2.29,8.37,16.00,45.81,8.71,15527,1.37,7.26,0.69,12.47,0.51,27.41
48020,Bilbao,Bizkaia,345821,23.91,7.92,47.11,52.89,46.31,27.80,5.13,12.28,46.34,10.51,16976,9.8,20.6,3.85,17.61,3.07,25.42
48027,Durango,Bizkaia,29636,18.55,7.55,48.96,51.04,42.86,13.34,5.31,9.55,49.44,6.69,18235,5.62,15.28,2.52,16.48,1.59,23.58
48029,Etxebarri,Bizkaia,11304,14.07,2.76,50.07,49.93,39.13,35.81,5.91,10.56,50.15,7.80,16847,5.36,25.16,4.62,23.86,2.57,22.25
48034,Ermua,Bizkaia,15890,24.47,5.90,49.81,50.19,45.96,10.78,7.76,14.78,53.83,7.68,15173,11.3,30.14,5.6,21.08,2.46,24.69
48036,Galdakao,Bizkaia,29288,20.90,3.32,49.30,50.70,44.86,10.02,4.42,10.81,54.20,7.41,16935,4.88,18.65,2.61,19.2,1.91,24.37
48044,Getxo,Bizkaia,78276,24.16,5.96,46.81,53.19,45.60,37.77,2.24,7.38,40.34,6.79,21402,15.28,14.1,5.09,12.08,3.89,20.95
48046,Gernika-Lumo,Bizkaia,16972,22.66,10.16,48.19,51.81,44.16,15.71,6.04,11.81,48.42,8.11,16628,2.75,9.71,1.19,12.11,0.83,22.43
48054,Leioa,Bizkaia,31495,18.87,4.82,48.79,51.21,42.70,43.98,3.51,10.01,45.76,7.61,17674,7.43,19.84,3.92,19.47,2.82,22.52
48069,Mungia,Bizkaia,17554,16.16,7.11,48.72,51.28,41.01,3.38,4.57,7.42,42.95,7.05,18575,5.04,9.86,2.65,14.67,2.7,23.47
48078,Portugalete,Bizkaia,45826,26.89,4.26,47.91,52.09,48.02,35.06,7.62,15.83,48.99,10.43,14932,7.27,30.34,3.04,20.43,1.96,24.77
48080,Valle de Trápaga-Trapagaran,Bizkaia,11953,22.87,2.35,48.70,51.30,45.84,6.89,5.71,15.66,50.55,9.25,14566,3.85,27.94,2.33,21.59,1.76,23.85
48082,Santurtzi,Bizkaia,45795,23.24,4.21,48.13,51.87,45.96,15.95,8.09,14.53,51.24,11.65,14460,5.78,26.5,2.82,21.68,2.2,25.37
48084,Sestao,Bizkaia,27445,25.32,6.76,48.49,51.51,46.94,52.33,8.87,14.15,52.13,14.25,13206,6.0,29.97,2.32,23.17,1.8,27.07
48085,Sopela,Bizkaia,13643,14.64,3.83,49.23,50.77,40.62,11.68,2.92,8.30,46.63,7.26,18970,3.28,12.53,2.38,20.44,1.61,22.25
48902,Erandio,Bizkaia,24222,21.27,6.18,48.57,51.43,44.24,11.23,4.39,13.79,54.56,9.10,13915,4.8,23.67,2.49,20.06,1.87,26.14
30002,Abarán,Murcia,13030,17.23,8.93,50.09,49.91,41.26,0.87,11.74,19.53,43.40,7.01,14848,25.93,25.16,13.77,8.62,23.33,24.82
30003,Águilas,Murcia,35031,16.55,11.74,49.93,50.07,40.37,1.44,15.80,16.17,41.75,9.70,15985,22.23,32.56,18.32,9.71,14.96,28.69
30005,Alcantarilla,Murcia,41622,13.77,8.59,49.35,50.65,38.76,28.53,10.13,11.87,48.68,13.97,18325,25.43,22.12,20.35,8.93,19.73,24.99
30008,Alhama de Murcia,Murcia,21657,15.23,19.16,50.49,49.51,39.84,1.47,15.86,14.59,43.21,10.61,17880,21.63,25.05,18.08,13.97,18.08,25.04
30009,Archena,Murcia,19053,15.01,16.88,52.37,47.63,39.43,12.04,16.25,12.84,38.48,9.20,16688,28.6,27.64,15.14,10.3,15.62,20.91
30010,Beniel,Murcia,11274,12.60,22.64,51.61,48.39,37.52,10.40,13.43,18.86,39.34,6.97,14745,27.19,26.94,16.05,7.68,19.11,19.31
30012,Bullas,Murcia,11547,18.83,4.42,50.26,49.74,42.34,1.79,17.89,13.23,43.29,11.85,15073,18.44,40.09,15.3,14.08,9.81,18.44
30013,Calasparra,Murcia,10165,19.70,11.37,50.74,49.26,42.63,0.89,17.24,13.60,47.09,12.29,14984,17.52,42.99,15.09,8.59,14.08,24.72
30015,Caravaca de la Cruz,Murcia,25730,17.71,7.25,49.98,50.02,41.43,0.65,16.41,11.63,45.37,11.49,16974,24.77,27.41,21.42,7.1,17.22,25.51
30016,Cartagena,Murcia,213943,16.60,10.69,49.87,50.13,40.43,7.51,10.20,12.77,44.19,12.39,20548,20.37,23.2,21.42,11.04,20.27,27.86
30017,Cehegín,Murcia,15022,19.62,8.67,50.26,49.74,42.91,0.74,17.25,18.25,41.86,14.53,15471,24.06,28.25,20.61,8.63,16.19,22.01
30018,Ceutí,Murcia,11565,11.70,8.72,50.36,49.64,37.31,14.45,9.40,13.44,47.30,10.10,16897,22.44,29.4,15.02,8.08,19.52,21.4
30019,Cieza,Murcia,34889,16.40,8.05,50.12,49.88,40.25,0.63,16.45,16.11,37.19,10.13,15926,26.1,24.51,17.31,12.6,16.35,27.44
30020,Fortuna,Murcia,10060,14.72,19.65,53.31,46.69,39.13,1.42,15.66,16.02,44.47,11.60,14437,30.02,24.51,11.84,10.0,22.29,22.39
30021,Fuente Álamo de Murcia,Murcia,16184,13.19,26.25,52.27,47.73,37.74,1.86,15.36,15.42,44.64,7.49,15926,25.93,23.82,18.36,5.37,24.23,29.41
30022,Jumilla,Murcia,25547,13.99,16.11,52.19,47.81,39.06,0.48,15.73,10.75,45.81,11.11,15943,24.72,29.3,19.63,10.5,12.92,28.72
30024,Lorca,Murcia,93079,15.05,20.25,51.20,48.80,39.23,0.52,15.14,14.92,40.89,8.24,16511,23.38,27.9,18.13,8.42,19.38,24.01
30026,Mazarrón,Murcia,31562,19.70,36.46,51.67,48.33,41.77,1.70,10.26,12.30,51.38,9.38,14470,20.94,26.87,19.49,8.54,21.5,31.45
30027,Molina de Segura,Murcia,70964,12.26,10.48,49.87,50.13,38.12,11.53,10.05,10.31,42.65,10.77,21978,20.91,23.92,21.97,11.09,18.8,21.41
30029,Mula,Murcia,16790,15.87,11.14,51.33,48.67,39.95,0.50,14.23,15.84,43.58,10.45,14670,23.1,33.27,17.57,9.78,13.83,25.32
30030,Murcia,Murcia,447182,15.44,11.14,48.86,51.14,39.93,6.05,9.21,11.03,43.17,10.71,21172,24.27,22.52,20.24,10.9,18.61,21.93
30033,Puerto Lumbreras,Murcia,14981,16.27,15.70,50.19,49.81,39.46,1.71,19.17,11.79,42.30,6.95,15166,24.79,25.87,18.12,9.47,18.51,21.69
30035,San Javier,Murcia,31905,14.32,23.99,50.25,49.75,38.62,12.90,8.68,13.23,44.79,10.27,19343,24.57,19.71,19.18,10.35,22.17,26.06
30036,San Pedro del Pinatar,Murcia,25167,14.73,23.88,50.59,49.41,38.59,14.95,12.32,13.59,41.80,12.30,16949,25.62,20.39,18.93,8.98,23.37,28.67
30037,Torre-Pacheco,Murcia,35614,11.39,29.84,52.06,47.94,36.34,3.44,14.45,13.88,41.31,8.13,15912,22.58,19.94,19.98,7.49,24.91,25.13
30038,Las Torres de Cotillas,Murcia,21375,13.24,6.69,50.84,49.16,38.45,10.83,13.97,11.97,43.28,11.34,18715,22.36,24.82,21.4,9.09,19.78,25.03
30039,Totana,Murcia,31639,13.89,20.77,51.52,48.48,38.54,1.78,14.43,13.91,46.22,7.19,15555,22.27,22.69,18.42,11.27,21.98,27.51
30041,La Unión,Murcia,19907,12.69,9.61,50.66,49.34,37.18,9.11,11.76,11.86,45.43,15.41,17594,22.01,27.72,18.77,11.37,15.83,29.9
30043,Yecla,Murcia,34234,15.63,6.82,50.12,49.88,39.80,0.66,11.81,11.86,47.11,12.52,15974,24.79,24.71,22.35,13.02,12.42,19.77
30901,Santomera,Murcia,16105,12.72,17.04,50.25,49.75,38.01,4.38,10.87,13.86,44.54,8.87,16678,23.51,25.72,18.98,12.36,16.67,19.39
30902,Los Alcázares,Murcia,15674,15.71,34.65,51.00,49.00,39.23,11.85,8.19,14.94,48.34,10.13,17148,21.45,27.47,18.6,11.22,17.95,29.52
26018,Arnedo,La Rioja,14815,19.12,15.14,49.77,50.23,42.44,1.58,7.87,13.93,50.08,7.06,20470,22.36,37.54,19.28,12.01,6.2,19.55
26036,Calahorra,La Rioja,23923,18.66,13.45,49.08,50.92,42.28,3.12,8.30,17.24,46.31,7.99,18857,25.97,29.65,20.15,10.25,11.22,26.27
26071,Haro,La Rioja,11309,19.41,7.79,49.01,50.99,43.15,4.65,8.60,13.49,48.35,9.61,19282,21.61,34.72,16.13,15.44,8.81,26.01
26084,Lardero,La Rioja,10193,11.94,12.30,50.27,49.73,38.17,10.52,4.61,8.41,48.10,7.22,23726,24.58,24.87,21.81,11.53,13.73,21.8
26089,Logroño,La Rioja,151113,19.99,10.63,47.55,52.45,43.30,13.60,4.10,11.56,49.14,9.01,22127,24.13,31.38,19.28,12.88,8.82,21.41
03005,Albatera,Alicante / Alacant,12042,14.80,18.38,51.25,48.75,38.75,2.51,15.48,12.15,43.28,12.81,15437,25.81,23.26,15.61,8.99,22.36,20.98
03009,Alcoy,Alicante / Alacant,58977,20.76,5.65,48.84,51.16,43.71,6.15,8.93,13.20,49.27,13.50,18677,13.24,34.33,16.32,18.23,9.72,21.74
03011,Alfàs del Pi (l'),Alicante / Alacant,20053,25.37,50.76,49.60,50.40,45.99,20.74,5.58,11.29,52.60,7.78,18901,16.02,29.74,21.17,13.1,14.17,26.75
03014,Alicante,Alicante / Alacant,331577,18.70,12.76,48.43,51.57,42.41,19.95,7.21,9.98,46.73,13.14,21613,18.91,28.1,21.52,13.9,12.69,26.27
03015,Almoradí,Alicante / Alacant,20542,14.94,21.78,50.62,49.38,39.00,6.07,9.78,14.11,44.37,14.91,15530,23.48,26.42,17.98,12.61,16.15,23.62
03018,Altea,Alicante / Alacant,21995,20.04,31.85,48.90,51.10,43.63,4.90,8.24,12.66,47.76,10.07,18904,20.28,26.51,17.28,14.96,8.1,24.54
03019,Aspe,Alicante / Alacant,20537,16.76,6.33,50.27,49.73,40.62,2.32,12.31,14.24,44.36,16.02,15777,19.64,28.82,19.68,13.81,13.89,21.4
03031,Benidorm,Alicante / Alacant,67558,19.73,27.08,49.71,50.29,43.47,17.90,8.10,14.11,51.46,12.28,18075,21.32,30.29,18.8,12.39,12.05,31.56
03041,Benissa,Alicante / Alacant,10768,24.45,31.48,48.89,51.11,45.59,9.02,5.98,14.04,54.51,9.54,17437,21.03,25.22,14.42,16.48,9.87,27.06
03047,Calp,Alicante / Alacant,21633,23.00,45.35,50.39,49.61,44.30,40.96,5.68,14.33,51.65,10.25,17351,22.01,30.54,15.92,14.24,9.95,28.84
03049,Callosa de Segura,Alicante / Alacant,18864,15.74,19.90,50.90,49.10,39.09,6.35,17.33,18.33,34.24,12.71,15419,25.34,25.21,16.67,11.81,18.59,22.45
03050,Campello (el),Alicante / Alacant,27893,20.22,16.46,48.63,51.37,43.35,13.29,5.19,10.21,51.22,9.53,21658,19.09,25.43,20.9,15.23,12.76,25.64
03056,Cocentaina,Alicante / Alacant,11456,19.80,11.16,50.82,49.18,43.68,5.18,10.24,13.04,50.25,12.81,17691,16.73,32.28,15.13,16.13,9.81,20.76
03059,Crevillent,Alicante / Alacant,28957,16.63,11.73,50.56,49.44,40.39,3.97,15.71,12.82,45.42,17.11,15467,21.13,23.11,14.71,11.44,18.1,22.73
03063,Dénia,Alicante / Alacant,41733,18.18,20.88,48.51,51.49,42.64,26.89,7.10,11.18,48.89,12.00,18961,14.95,31.63,18.35,15.75,9.42,26.74
03065,Elche,Alicante / Alacant,230625,16.49,9.89,49.57,50.43,40.96,5.38,12.69,13.51,45.06,15.37,16977,19.5,29.01,20.09,13.18,13.03,24.31
03066,Elda,Alicante / Alacant,52404,20.46,4.41,48.75,51.25,43.52,12.68,12.11,16.26,47.43,16.66,15867,16.59,30.98,21.63,15.0,10.82,25.73
03076,Guardamar del Segura,Alicante / Alacant,15058,22.83,29.98,48.86,51.14,44.12,5.77,7.83,8.63,56.60,10.42,18007,23.43,30.51,18.46,11.72,11.89,24.78
03079,Ibi,Alicante / Alacant,23403,18.47,5.16,50.08,49.92,42.33,5.46,11.60,13.32,47.18,12.49,18386,18.66,26.73,22.24,15.83,9.69,20.49
03082,Jávea,Alicante / Alacant,27224,23.72,41.94,49.69,50.31,44.75,24.09,4.80,11.94,54.02,8.35,19602,17.48,28.07,18.7,15.34,10.73,30.24
03089,Monóvar,Alicante / Alacant,12175,21.20,6.12,49.91,50.09,43.80,,13.96,22.47,40.33,16.97,15221,19.0,33.41,17.18,13.72,11.27,26.8
03090,Mutxamel,Alicante / Alacant,25009,14.18,10.66,49.81,50.19,39.84,8.06,8.19,9.22,46.57,9.54,20858,17.11,27.19,21.81,14.94,13.05,23.98
03093,Novelda,Alicante / Alacant,25725,17.74,7.04,49.77,50.23,41.90,4.58,10.05,14.17,49.24,14.06,18493,15.85,30.18,19.97,15.75,11.8,22.92
03094,Nucia (la),Alicante / Alacant,18242,18.08,34.10,50.46,49.54,41.94,16.54,5.47,12.96,50.71,8.67,18130,22.19,22.22,19.96,15.26,13.49,25.14
03099,Orihuela,Alicante / Alacant,76778,22.98,31.66,49.68,50.32,44.12,3.34,11.85,12.08,49.42,10.44,16798,26.34,24.41,19.69,9.75,16.33,24.02
03102,Pego,Alicante / Alacant,10052,25.57,14.78,50.10,49.90,46.17,5.02,9.07,13.39,49.63,9.11,15396,16.57,27.05,14.05,15.43,7.38,22.5
03104,Petrer,Alicante / Alacant,34479,15.22,2.57,49.66,50.34,40.94,3.12,9.17,15.21,48.40,17.00,16127,15.56,30.47,21.49,17.32,9.82,21.16
03113,Rojales,Alicante / Alacant,16560,40.70,68.13,50.68,49.32,52.93,15.03,5.84,15.98,61.19,7.10,15024,19.78,32.94,17.95,11.6,13.7,26.44
03119,Sant Joan d'Alacant,Alicante / Alacant,23518,17.16,10.27,48.37,51.63,41.39,45.93,4.90,7.20,48.58,10.16,22408,19.0,26.85,21.15,15.1,12.03,23.1
03121,Santa Pola,Alicante / Alacant,31745,17.34,16.13,50.14,49.86,41.57,11.43,7.83,12.25,49.08,11.75,18492,21.66,24.6,18.89,14.37,15.3,28.08
03122,San Vicente del Raspeig,Alicante / Alacant,57785,14.01,6.08,49.47,50.53,39.36,25.69,8.32,9.56,49.36,11.87,18785,13.5,29.56,21.98,16.32,12.52,26.89
03128,Teulada,Alicante / Alacant,10722,29.78,51.48,49.72,50.28,47.33,26.25,6.33,13.23,52.01,8.30,17742,21.66,21.33,18.71,12.68,11.77,29.99
03133,Torrevieja,Alicante / Alacant,82599,22.45,38.78,49.68,50.32,44.00,22.12,8.46,13.70,51.34,14.75,16420,22.5,27.63,17.09,13.96,14.04,35.92
03139,Villajoyosa,Alicante / Alacant,33969,17.17,18.70,49.90,50.10,41.84,3.28,8.91,12.71,49.85,13.63,18012,17.46,28.21,19.64,15.09,10.93,28.98
03140,Villena,Alicante / Alacant,33983,17.57,5.98,50.00,50.00,41.68,1.04,11.05,14.00,48.94,14.12,16418,17.48,29.55,21.01,15.01,11.84,23.91
03902,Pilar de la Horadada,Alicante / Alacant,21418,21.32,38.18,51.27,48.73,42.16,6.61,11.54,12.38,49.87,7.75,17681,23.85,21.26,19.63,8.09,23.69,27.64
12005,Alcora (l'),Castellón / Castelló,10430,18.67,6.70,50.45,49.55,42.80,,10.24,12.57,51.54,9.59,21846,19.55,32.72,14.22,14.51,11.32,24.79
12009,Almazora,Castellón / Castelló,25831,14.44,14.26,50.27,49.73,39.45,13.76,6.56,13.32,51.97,10.56,18136,19.51,29.43,17.84,12.19,13.29,26.92
12027,Benicarló,Castellón / Castelló,26744,18.10,21.07,49.83,50.17,41.75,5.58,8.29,15.71,47.58,10.27,17860,17.82,29.15,15.88,14.03,13.82,26.58
12028,Benicasim,Castellón / Castelló,18055,16.58,13.51,49.93,50.07,42.17,16.47,2.72,5.94,51.52,6.80,26621,20.21,22.86,21.9,14.3,13.64,19.8
12032,Borriana,Castellón / Castelló,34544,17.36,15.65,49.56,50.44,41.32,5.28,6.83,15.57,48.01,11.37,18144,20.67,27.3,17.68,12.25,14.32,25.26
12040,Castellón de la Plana,Castellón / Castelló,170888,18.13,15.56,48.39,51.61,42.05,18.16,6.58,10.36,48.46,12.61,21338,18.01,29.06,18.86,14.79,11.86,23.09
12082,Nules,Castellón / Castelló,13170,19.01,10.90,49.99,50.01,42.08,5.73,6.97,14.10,48.42,7.03,17760,23.38,26.74,15.24,11.25,15.1,19.86
12084,Onda,Castellón / Castelló,24850,16.06,11.81,50.16,49.84,40.69,7.16,9.29,14.15,49.72,11.51,18974,22.99,30.21,16.08,13.03,11.27,23.83
12126,Vall d'Uixó (la),Castellón / Castelló,31552,19.47,6.97,49.37,50.63,42.65,4.34,11.38,13.49,48.32,11.48,16898,20.32,29.79,13.9,16.81,11.34,21.88
12135,Vila-real,Castellón / Castelló,50577,16.10,11.84,49.68,50.32,40.64,11.92,8.76,12.12,49.34,10.72,20107,17.11,29.49,17.79,15.26,12.02,24.68
12138,Vinaròs,Castellón / Castelló,28438,18.52,18.25,49.27,50.73,42.31,6.71,8.26,12.82,48.93,11.74,17458,16.26,30.82,13.81,19.33,10.45,25.88
46005,Alaquàs,Valencia / València,29341,18.12,4.80,49.02,50.98,41.94,62.52,11.48,14.96,46.12,13.52,17679,14.07,32.16,17.31,16.8,10.67,24.01
46007,Albal,Valencia / València,16270,12.56,4.90,50.02,49.98,38.86,21.58,8.03,14.46,48.17,11.74,18323,16.91,25.5,19.97,13.89,13.72,23.72
46011,Alberic,Valencia / València,10556,18.00,12.01,49.55,50.45,41.47,18.89,7.26,17.48,47.52,10.44,16613,17.88,23.18,15.58,11.52,15.68,29.26
46013,Alboraya,Valencia / València,24222,14.53,9.15,48.87,51.13,40.63,20.29,5.43,9.08,44.88,7.30,24556,15.64,24.67,19.76,15.64,12.49,19.94
46017,Alzira,Valencia / València,44393,17.94,9.75,48.85,51.15,41.87,5.59,9.74,13.11,46.74,11.58,18608,18.2,23.15,17.94,12.63,12.43,27.44
46019,Alcúdia (l'),Valencia / València,11938,17.82,8.47,49.00,51.00,41.50,7.53,12.06,15.05,45.54,8.07,17628,17.4,39.14,11.11,9.83,9.44,20.09
46021,Aldaia,Valencia / València,31492,14.43,4.54,49.83,50.17,39.55,15.01,10.67,13.14,46.87,12.65,17780,13.14,32.08,19.4,16.29,11.13,24.79
46022,Alfafar,Valencia / València,20763,19.20,10.54,49.00,51.00,42.21,16.57,11.54,13.98,48.30,15.04,17018,16.71,30.78,16.82,15.97,10.56,26.94
46029,Algemesí,Valencia / València,27285,17.45,7.30,49.69,50.31,41.23,5.83,9.22,15.10,43.47,10.78,17574,17.01,24.25,17.35,11.6,15.6,24.35
46031,Alginet,Valencia / València,13100,17.60,6.75,50.64,49.36,42.37,13.18,11.28,14.77,46.85,10.67,16772,14.05,28.37,15.71,15.34,9.85,26.49
46051,Benaguasil,Valencia / València,10878,18.60,8.20,51.07,48.93,42.25,6.24,9.27,18.37,45.06,12.38,17312,27.54,23.9,15.72,10.21,14.51,21.88
46054,Benetússer,Valencia / València,14668,19.62,6.64,48.60,51.40,42.91,89.51,8.88,16.65,48.58,13.26,17601,15.48,30.23,17.1,16.47,10.61,23.47
46060,Benifaió,Valencia / València,11930,20.86,6.58,49.61,50.39,43.76,7.14,11.32,13.33,47.60,9.25,18663,17.57,27.55,16.54,13.16,12.17,22.64
46070,Bétera,Valencia / València,23647,13.39,6.82,49.97,50.03,39.51,10.09,5.25,7.91,43.16,8.29,28339,16.74,20.36,22.64,11.62,17.1,23.4
46078,Burjassot,Valencia / València,37584,17.73,8.74,48.23,51.77,41.80,66.87,8.84,15.03,46.68,13.34,17591,13.42,31.61,17.09,18.31,10.13,26.3
46081,Canals,Valencia / València,13588,18.00,11.25,50.04,49.96,42.46,,7.88,14.01,51.72,12.73,15388,18.35,24.98,17.1,12.19,12.55,20.22
46083,Carcaixent,Valencia / València,20424,18.73,9.11,49.49,50.51,42.36,4.64,10.32,15.82,44.29,11.29,16775,17.59,22.67,16.39,13.61,13.5,26.77
46085,Carlet,Valencia / València,15514,19.07,11.93,49.80,50.20,41.82,6.70,9.39,12.40,48.53,10.05,16866,21.31,28.04,14.02,9.95,11.77,26.81
46094,Catarroja,Valencia / València,27827,15.74,7.11,49.36,50.64,40.16,19.11,8.00,11.91,45.46,12.59,19401,15.0,25.36,19.45,14.68,13.17,23.44
46102,Quart de Poblet,Valencia / València,24536,21.66,5.32,48.82,51.18,44.01,24.43,14.28,13.92,47.58,13.14,17665,14.11,36.29,15.8,16.14,8.45,21.93
46105,Cullera,Valencia / València,21918,21.35,12.95,49.78,50.22,44.26,6.76,8.64,17.16,45.81,12.03,17383,17.52,32.6,16.14,10.43,11.69,27.45
46110,Xirivella,Valencia / València,29108,17.83,11.18,49.42,50.58,41.79,31.64,10.40,13.19,49.78,12.51,17536,15.53,30.36,17.7,16.42,11.23,25.7
46111,Chiva,Valencia / València,14941,14.36,7.70,51.36,48.64,40.76,,5.80,10.27,50.34,9.31,21488,15.97,25.94,18.1,13.97,16.0,24.04
46116,Eliana (l'),Valencia / València,18050,17.39,8.57,48.64,51.36,42.06,78.83,3.86,6.87,43.32,8.04,27974,17.56,24.8,20.1,15.54,13.07,20.69
46131,Gandia,Valencia / València,73829,17.52,18.82,49.16,50.84,41.79,11.99,7.93,12.00,47.29,13.75,18019,19.73,26.88,16.04,13.19,11.48,24.28
46135,Godella,Valencia / València,13058,18.38,6.67,48.51,51.49,41.69,31.24,3.12,7.18,41.18,6.91,30801,19.14,23.25,19.79,15.43,11.73,19.33
46145,Xàtiva,Valencia / València,29045,17.83,9.02,48.87,51.13,42.38,8.50,10.15,12.52,44.41,12.02,19306,15.72,28.64,17.45,16.39,9.86,24.5
46147,Llíria,Valencia / València,22972,17.46,9.45,50.64,49.36,41.97,0.44,8.29,11.29,51.29,13.50,18304,20.36,25.53,15.97,14.33,13.37,28.44
46159,Manises,Valencia / València,30693,16.54,8.21,49.29,50.71,41.21,18.61,11.25,15.93,45.49,13.39,17610,15.99,28.19,17.45,17.2,11.37,24.11
46164,Massamagrell,Valencia / València,15752,16.86,6.61,49.52,50.48,41.32,16.04,13.82,10.82,46.39,10.80,17398,16.59,29.65,17.75,14.0,11.94,25.59
46166,Meliana,Valencia / València,10662,17.76,6.73,49.06,50.94,41.98,17.96,9.92,9.83,50.11,11.85,19285,17.58,25.1,16.28,14.75,10.05,20.97
46169,Mislata,Valencia / València,43278,18.42,10.32,48.53,51.47,42.47,50.05,8.16,11.95,51.34,12.24,18763,14.09,31.88,18.07,16.4,10.96,22.87
46171,Moncada,Valencia / València,21802,17.74,8.63,48.93,51.07,42.13,20.20,8.06,11.90,50.06,10.17,18921,15.5,28.73,17.01,15.09,11.62,23.72
46181,Oliva,Valencia / València,25199,19.72,18.75,49.13,50.87,42.94,5.16,9.55,15.42,45.14,11.75,16757,17.05,26.16,16.55,12.17,10.86,24.6
46184,Ontinyent,Valencia / València,35395,17.95,9.45,49.42,50.58,42.27,3.79,9.17,11.61,49.83,11.84,17887,14.92,26.95,16.32,16.99,9.14,20.33
46186,Paiporta,Valencia / València,25309,14.06,4.95,49.53,50.47,39.51,42.87,8.19,13.62,47.23,11.52,18695,15.37,27.63,19.31,14.93,12.94,21.69
46190,Paterna,Valencia / València,69156,13.27,7.75,49.53,50.47,38.69,31.19,6.59,9.52,45.42,11.42,22032,13.7,27.56,21.27,15.91,12.6,25.5
46193,Picanya,Valencia / València,11409,16.58,4.68,49.54,50.46,41.64,16.72,7.75,8.15,50.92,8.76,20965,14.14,30.44,17.94,15.62,10.2,19.62
46194,Picassent,Valencia / València,20709,16.41,5.62,50.41,49.59,40.78,6.37,8.67,13.43,46.84,11.04,19054,16.61,29.41,16.74,14.09,11.69,26.3
46202,Pobla de Vallbona (la),Valencia / València,24068,11.42,6.56,50.32,49.68,38.07,27.76,4.81,8.51,45.81,9.55,20844,16.47,21.32,20.72,14.2,15.27,21.96
46205,Puçol,Valencia / València,19455,16.26,9.25,49.14,50.86,41.09,18.26,9.49,9.72,45.39,8.22,25399,17.61,29.33,17.86,13.79,12.1,20.79
46213,Requena,Valencia / València,20227,20.70,7.37,49.90,50.10,43.43,0.69,11.92,15.30,43.51,9.28,17826,19.36,28.46,20.08,11.91,15.28,26.35
46214,Riba-roja de Túria,Valencia / València,21992,12.41,6.84,50.73,49.27,39.31,10.54,6.21,10.61,47.04,9.70,21818,15.87,27.59,20.2,15.42,11.44,22.49
46220,Sagunto,Valencia / València,65669,20.69,10.93,48.99,51.01,43.53,9.15,9.68,12.68,46.63,11.98,20492,13.48,28.21,16.63,21.99,9.91,27.65
46223,Sedaví,Valencia / València,10245,18.15,6.81,48.71,51.29,42.04,26.59,8.78,15.43,47.09,11.94,18364,17.05,27.31,19.15,13.23,12.61,22.2
46230,Silla,Valencia / València,18467,17.54,8.19,49.66,50.34,42.02,12.01,9.14,13.91,48.85,12.44,18387,14.39,32.5,17.56,13.63,11.08,24.08
46235,Sueca,Valencia / València,27460,20.19,7.03,49.28,50.72,43.62,2.81,6.30,17.59,47.03,10.82,18183,14.25,25.58,14.15,12.75,7.81,25.94
46238,Tavernes de la Valldigna,Valencia / València,17158,20.25,7.75,49.85,50.15,43.30,3.59,11.02,13.85,45.74,10.52,17029,16.76,23.25,14.93,15.78,6.98,25.85
46244,Torrent,Valencia / València,81245,15.53,8.82,49.28,50.72,40.02,16.89,9.46,11.58,46.78,13.54,19906,17.45,28.54,18.9,12.89,14.0,26.18
46249,Utiel,Valencia / València,11540,23.13,6.04,49.90,50.10,45.21,1.44,13.21,15.93,42.93,7.89,15944,19.22,33.71,19.45,10.7,13.08,22.34
46250,Valencia,Valencia / València,791413,20.71,12.08,47.60,52.40,43.67,25.41,6.35,10.46,43.95,10.49,23532,18.54,25.11,18.83,14.63,12.12,21.78
51001,Ceuta,Ceuta,85144,11.44,6.86,50.71,49.29,36.56,28.10,10.33,13.21,41.57,20.10,26862,21.44,36.33,11.96,4.81,23.96,36.03
52001,Melilla,Melilla,86384,10.04,15.63,50.66,49.34,34.89,36.99,13.49,12.52,36.63,16.20,26362,23.91,20.72,12.87,3.82,16.85,36.98
