cod,name,provincias,population,var_mayores_64_años_(2018),var_extranjeros_(2018),var_hombres_(2018),var_mujeres_(2018),var_edad_media_(2018),var_suelo_urbano,var_analfabetos_+_sin_estudios_(2011),var_estudios_primer_grado_(2011),var_estudios_segundo_grado_(2011),var_tasa_paro_calculada_(2019),var_renta_media_total_(2016),party_PP,party_PSOE,party_Ciudadanos,party_Podemos,party_Vox,var_Abstención_(29A)
50067,Calatayud,Zaragoza,20035,19.52,17.32,49.24,50.76,43.16,3.43,6.51,13.50,49.24,10.04,18849,23.37,29.66,20.11,9.89,14.21,23.4
50089,Cuarte de Huerva,Zaragoza,13055,5.42,9.66,51.12,48.88,32.97,22.02,0.88,4.75,45.74,5.98,23088,13.34,21.24,28.26,12.49,21.93,19.03
50095,Ejea de los Caballeros,Zaragoza,16605,19.30,13.56,50.91,49.09,43.40,1.09,7.00,16.99,48.68,7.99,17574,15.94,41.69,15.17,12.8,11.76,25.68
50251,Tarazona,Zaragoza,10509,22.74,6.19,49.51,50.49,44.41,,6.80,14.33,52.79,8.29,17614,23.09,33.05,17.96,15.28,8.43,22.6
50272,Utebo,Zaragoza,18602,11.83,8.13,49.77,50.23,38.18,11.68,5.09,9.60,51.95,7.42,20331,12.38,29.74,23.4,14.91,15.61,23.01
50297,Zaragoza,Zaragoza,666880,21.20,9.84,47.86,52.14,43.87,3.33,5.04,11.40,47.95,8.91,22358,17.22,30.52,21.53,14.92,12.53,21.52
33002,Aller,Asturias,10808,29.05,2.08,49.28,50.72,50.87,0.59,7.76,21.34,53.55,9.91,20738,19.36,39.64,11.48,17.53,9.17,28.49
33004,Avilés,Asturias,78715,24.53,3.42,47.25,52.75,47.30,28.59,6.68,12.80,52.31,12.34,21460,16.32,32.89,16.5,19.67,10.69,25.69
33011,Cangas del Narcea,Asturias,12579,28.73,2.80,49.26,50.74,49.31,0.09,14.23,20.34,43.65,8.67,18781,28.08,30.02,13.42,13.04,12.27,39.51
33014,Carreño,Asturias,10444,25.97,2.59,48.29,51.71,47.97,8.55,9.65,13.77,51.04,10.34,20515,16.71,34.66,14.18,22.38,8.65,26.75
33016,Castrillón,Asturias,22464,24.22,1.89,48.50,51.50,46.82,6.87,6.15,13.65,50.37,9.68,23152,19.16,29.72,17.72,17.89,12.18,23.95
33020,Corvera de Asturias,Asturias,15721,22.75,2.19,49.17,50.83,45.56,7.82,8.21,16.98,53.31,12.85,19881,13.88,38.63,14.22,19.77,9.53,27.11
33024,Gijón,Asturias,271843,25.54,4.54,47.16,52.84,47.37,20.50,6.86,12.46,50.09,12.86,21830,15.79,33.0,17.78,18.01,11.64,24.54
33025,Gozón,Asturias,10427,27.72,2.20,48.80,51.20,49.12,2.14,6.99,17.75,51.34,8.96,20692,17.74,34.24,18.21,15.9,10.65,29.23
33031,Langreo,Asturias,39984,24.95,2.31,47.65,52.35,48.07,7.15,9.13,13.75,55.06,14.98,20391,12.78,37.94,12.35,25.36,7.63,30.52
33032,Laviana,Asturias,13087,24.94,1.79,47.90,52.10,47.65,1.26,8.34,16.79,55.15,10.85,20716,12.86,42.15,12.21,20.28,8.45,27.58
33033,Lena,Asturias,11086,26.73,3.11,48.16,51.84,49.29,0.44,8.75,16.12,54.80,10.97,20729,14.04,40.86,11.18,20.83,9.86,30.45
33034,Valdés,Asturias,11734,32.42,2.29,48.83,51.17,51.38,0.33,11.90,22.31,47.57,8.47,16348,22.34,35.51,18.36,11.57,9.5,32.64
33035,Llanera,Asturias,13676,19.52,2.43,49.60,50.40,44.45,5.74,8.03,11.09,50.19,10.09,21368,16.52,31.73,19.23,15.24,13.67,25.83
33036,Llanes,Asturias,13639,25.57,4.02,48.54,51.46,47.69,,9.31,18.26,48.63,11.65,17013,22.22,36.43,14.53,11.83,11.95,26.28
33037,Mieres,Asturias,38428,26.99,2.34,47.46,52.54,49.71,3.72,10.06,15.79,53.00,14.58,20845,13.24,37.94,11.82,25.93,6.85,29.23
33044,Oviedo,Asturias,220020,22.29,5.77,46.32,53.68,45.74,11.88,4.46,10.48,46.64,10.82,23377,20.31,27.33,20.1,14.44,14.17,24.2
33060,San Martín del Rey Aurelio,Asturias,16283,27.99,2.12,47.81,52.19,49.63,2.77,9.11,16.92,51.99,15.56,20441,12.49,43.53,9.58,24.74,5.97,29.52
33066,Siero,Asturias,51662,20.83,2.87,48.84,51.16,45.23,5.27,6.63,13.79,50.71,10.41,21014,16.56,32.04,18.74,16.26,12.36,27.86
33076,Villaviciosa,Asturias,14430,28.08,3.75,49.34,50.66,48.98,0.25,7.77,17.02,51.84,9.36,18915,23.75,29.12,16.66,12.9,14.35,29.76
07003,Alcúdia,Illes Balears,19793,12.02,23.93,50.39,49.61,38.65,10.82,3.49,12.85,56.10,8.70,19990,15.9,25.36,16.69,18.09,12.36,38.99
07005,Andratx,Illes Balears,11004,15.39,23.69,49.71,50.29,41.00,2.36,6.81,9.44,56.79,5.76,20815,15.25,29.09,17.21,15.87,9.49,30.84
07011,Calvià,Illes Balears,49333,13.92,30.56,50.12,49.88,40.41,14.61,4.18,10.30,52.90,6.47,23843,16.09,29.78,19.88,15.81,13.04,31.68
07013,Campos,Illes Balears,10610,17.87,17.07,49.65,50.35,41.18,1.94,11.33,11.64,48.75,5.61,19206,31.52,18.16,13.27,11.35,13.59,25.71
07014,Capdepera,Illes Balears,11600,13.29,20.41,50.92,49.08,40.05,9.45,5.76,11.83,58.86,6.79,17425,12.03,33.65,14.52,20.17,6.87,39.01
07015,Ciutadella de Menorca,Illes Balears,29223,16.05,9.47,49.56,50.44,41.01,4.44,6.90,12.79,52.34,6.21,19027,17.15,23.21,18.6,22.06,5.73,34.03
07022,Felanitx,Illes Balears,17497,18.28,20.56,50.30,49.70,41.48,2.11,10.89,14.80,45.94,7.13,18803,20.5,23.91,13.58,12.86,12.1,30.68
07024,Formentera,Illes Balears,12216,12.16,29.98,52.62,47.38,39.82,1.34,10.06,15.12,49.66,2.76,22997,16.86,28.37,14.62,22.6,7.98,42.26
07026,Eivissa,Illes Balears,49727,12.10,24.66,50.24,49.76,39.29,42.79,6.42,11.08,49.89,7.46,23076,16.39,31.48,18.61,18.45,9.56,36.06
07027,Inca,Illes Balears,32137,14.39,15.15,50.31,49.69,38.80,4.77,7.97,14.69,46.33,10.00,19074,15.48,26.94,16.66,15.38,15.1,32.03
07031,Llucmajor,Illes Balears,36358,14.54,15.98,50.73,49.27,40.23,2.79,6.56,9.85,50.49,6.60,22134,16.25,25.7,19.62,15.61,14.66,32.67
07032,Maó-Mahón,Illes Balears,28592,16.83,11.22,48.93,51.07,41.35,5.48,6.25,11.45,49.88,7.90,21872,16.82,29.5,17.74,19.91,7.94,31.76
07033,Manacor,Illes Balears,42631,15.47,18.82,49.89,50.11,39.71,5.17,11.36,14.15,47.10,7.72,19178,16.04,23.72,14.73,17.67,10.18,36.97
07036,Marratxí,Illes Balears,36725,13.80,4.85,50.36,49.64,39.48,16.42,6.60,8.82,51.49,5.67,23800,14.31,23.78,23.22,16.6,13.67,25.33
07040,Palma de Mallorca,Illes Balears,409661,15.83,15.08,48.74,51.26,40.65,20.34,6.15,10.56,49.99,8.04,23568,14.81,26.85,19.38,18.3,12.98,33.15
07042,Pollença,Illes Balears,16189,19.54,19.96,49.78,50.22,42.79,3.03,9.19,16.44,47.42,5.98,21706,13.66,28.68,14.0,20.33,6.07,32.15
07044,Sa Pobla,Illes Balears,13026,16.84,17.49,50.84,49.16,39.81,5.45,18.89,11.73,41.12,7.33,17929,22.26,19.87,12.21,11.91,9.54,27.96
07046,Sant Antoni de Portmany,Illes Balears,25779,12.41,23.07,52.48,47.52,38.96,3.00,8.30,11.02,53.80,7.45,20512,18.91,30.37,15.08,19.4,10.59,36.76
07048,Sant Josep de sa Talaia,Illes Balears,26496,11.12,18.68,51.57,48.43,38.85,5.16,6.83,13.08,53.08,5.93,21984,15.02,28.42,16.61,22.13,11.19,37.34
07054,Santa Eulària des Riu,Illes Balears,36457,12.36,23.98,50.79,49.21,39.54,6.03,6.75,16.22,47.92,5.70,21986,23.56,25.26,16.4,19.55,9.89,38.53
07055,Santa Margalida,Illes Balears,11958,15.65,21.77,51.08,48.92,40.81,3.34,12.71,12.24,47.42,7.37,19845,23.69,24.15,15.77,12.04,12.75,33.36
07057,Santanyí,Illes Balears,12112,17.60,28.09,50.27,49.73,42.53,5.09,10.38,15.53,50.62,6.07,19805,29.14,24.48,13.44,12.33,9.82,30.89
07061,Sóller,Illes Balears,14041,19.59,15.63,50.21,49.79,43.33,4.53,6.48,12.79,49.63,3.57,22515,20.27,24.2,15.98,17.92,8.56,30.01
07062,Son Servera,Illes Balears,11378,14.19,16.53,50.06,49.94,39.96,7.02,8.27,14.48,53.08,7.76,17832,16.14,29.91,16.14,20.46,9.4,38.13
35002,Agüimes,Las Palmas,31152,11.16,5.81,50.65,49.35,39.02,9.89,8.11,14.91,45.56,14.61,17894,14.81,25.26,16.1,17.63,6.51,29.63
35003,Antigua,Las Palmas,11948,13.87,44.12,53.31,46.69,41.18,2.39,5.00,10.49,55.63,8.55,17552,17.34,23.0,16.13,16.01,9.17,38.36
35004,Arrecife,Las Palmas,61351,10.47,17.41,50.08,49.92,37.84,24.67,8.86,14.17,47.74,13.61,17622,13.33,31.88,12.28,17.14,6.74,42.59
35006,Arucas,Las Palmas,37691,15.44,1.96,49.71,50.29,41.70,10.55,9.83,12.52,48.73,15.24,19511,14.21,31.85,15.09,17.39,5.64,25.15
35009,Gáldar,Las Palmas,24209,17.18,1.72,50.06,49.94,42.45,3.90,14.62,14.92,43.76,15.68,17563,14.29,27.23,10.93,13.27,4.85,25.32
35011,Ingenio,Las Palmas,30831,12.60,3.94,50.38,49.62,39.75,8.61,10.46,15.64,46.62,15.78,17147,15.4,29.27,14.97,16.53,6.27,30.79
35012,Mogán,Las Palmas,19657,15.85,33.80,51.62,48.38,41.24,3.52,9.65,16.30,48.39,10.60,17649,20.45,24.93,15.49,13.32,7.66,41.23
35014,La Oliva,Las Palmas,25884,9.84,43.28,52.18,47.82,38.43,1.29,3.72,8.17,57.72,9.28,16799,16.63,24.01,14.98,19.74,8.58,40.37
35015,Pájara,Las Palmas,20539,7.74,35.39,51.91,48.09,36.50,2.20,5.66,10.11,53.36,9.82,17192,12.33,29.94,9.38,16.98,6.99,41.9
35016,Las Palmas de Gran Canaria,Las Palmas,378517,17.95,6.78,48.36,51.64,42.94,31.41,7.40,12.53,46.95,15.36,22682,16.56,29.32,16.92,17.93,7.4,32.29
35017,Puerto del Rosario,Las Palmas,39382,9.04,14.69,50.76,49.24,37.17,2.11,5.31,11.48,50.46,13.42,19308,14.89,24.7,14.55,18.24,10.22,35.59
35018,San Bartolomé,Las Palmas,18327,10.34,13.37,50.10,49.90,38.62,6.00,9.11,14.10,43.08,9.18,19145,12.04,29.29,14.19,20.16,6.95,33.38
35019,San Bartolomé de Tirajana,Las Palmas,53588,14.38,27.45,52.12,47.88,41.61,4.52,7.77,12.86,52.22,12.50,18987,17.69,28.83,15.09,13.88,8.02,35.65
35021,Santa Brígida,Las Palmas,18314,17.81,4.06,49.70,50.30,43.52,11.34,8.10,9.48,40.42,10.32,28372,19.29,25.9,19.36,15.88,7.82,27.35
35022,Santa Lucía de Tirajana,Las Palmas,71863,9.84,12.69,49.98,50.02,37.95,8.13,10.61,14.25,47.48,16.19,16448,13.7,28.16,14.47,17.18,6.95,35.66
35023,Santa María de Guía de Gran Canaria,Las Palmas,13924,18.86,1.72,49.76,50.24,43.69,3.28,14.14,14.45,48.41,15.84,17391,16.42,23.27,13.72,12.93,5.97,24.89
35024,Teguise,Las Palmas,22122,12.03,20.52,50.53,49.47,39.74,5.50,4.14,11.90,51.99,7.25,20909,12.2,24.85,15.83,16.7,6.87,33.33
35026,Telde,Las Palmas,102424,13.67,2.95,49.22,50.78,40.42,10.64,9.53,15.23,46.72,16.51,18851,15.7,27.48,16.06,16.52,6.63,33.24
35027,Teror,Las Palmas,12449,17.47,1.49,51.35,48.65,43.22,5.22,9.68,13.92,48.77,14.41,18520,20.49,28.34,15.87,14.22,5.29,27.13
35028,Tías,Las Palmas,20006,14.05,39.04,51.28,48.72,40.87,8.72,8.23,11.36,52.49,8.06,19193,19.05,28.19,15.51,14.94,7.9,38.39
35030,Tuineje,Las Palmas,14791,10.51,16.54,51.11,48.89,37.87,0.72,9.77,14.66,48.90,12.25,17520,17.35,24.71,11.05,13.2,6.14,33.55
35034,Yaiza,Las Palmas,16289,9.33,37.12,51.79,48.21,37.36,0.78,3.94,12.82,51.32,7.85,17679,13.88,25.43,14.14,18.96,9.72,45.24
38001,Adeje,Santa Cruz de Tenerife,47280,9.97,45.49,50.43,49.57,38.18,8.52,4.22,9.77,54.67,8.50,18651,12.25,32.37,15.67,14.95,8.51,41.06
38006,Arona,Santa Cruz de Tenerife,79448,11.27,37.21,51.15,48.85,38.87,12.87,6.22,13.41,53.77,12.42,16210,14.61,30.84,14.04,14.45,7.92,42.78
38011,Candelaria,Santa Cruz de Tenerife,27641,15.13,6.69,48.57,51.43,41.06,8.17,7.02,8.04,51.22,11.86,20879,13.84,27.57,16.5,15.95,7.2,28.67
38017,Granadilla de Abona,Santa Cruz de Tenerife,48374,10.20,22.43,49.94,50.06,37.86,2.24,7.75,11.99,52.12,12.51,16658,12.78,27.54,14.6,15.03,7.56,39.4
38019,Guía de Isora,Santa Cruz de Tenerife,20991,14.83,21.26,49.95,50.05,40.34,1.37,15.68,19.36,39.12,12.22,15502,14.46,38.63,11.6,8.12,5.34,35.53
38020,Güímar,Santa Cruz de Tenerife,19739,17.17,4.87,49.61,50.39,42.17,2.73,12.96,13.21,47.77,16.14,17579,13.48,26.94,11.95,15.2,6.65,30.3
38022,Icod de los Vinos,Santa Cruz de Tenerife,22749,20.27,5.78,49.22,50.78,43.92,4.06,15.55,17.71,43.75,17.83,15020,16.62,23.68,15.46,8.14,4.26,30.74
38023,San Cristóbal de La Laguna,Santa Cruz de Tenerife,155549,15.78,5.40,48.45,51.55,41.79,18.88,8.59,11.52,46.67,14.95,19966,11.99,26.27,13.22,19.9,5.39,29.64
38024,Los Llanos de Aridane,Santa Cruz de Tenerife,20171,18.31,10.21,48.43,51.57,42.75,6.75,8.81,13.54,51.26,16.52,16243,22.03,24.5,16.61,8.57,5.9,33.16
38026,La Orotava,Santa Cruz de Tenerife,41833,16.40,3.75,49.03,50.97,41.47,1.92,13.25,17.06,42.69,15.83,17239,12.44,22.03,12.83,11.34,4.3,21.55
38028,Puerto de la Cruz,Santa Cruz de Tenerife,30483,23.88,16.66,48.89,51.11,45.99,36.92,7.53,14.40,49.68,15.69,19887,17.27,34.12,12.4,12.64,6.49,28.83
38031,Los Realejos,Santa Cruz de Tenerife,36405,16.53,4.53,49.08,50.92,41.97,6.14,11.10,16.90,45.26,16.73,15498,21.47,29.86,12.6,11.17,3.96,21.55
38032,El Rosario,Santa Cruz de Tenerife,17352,13.06,5.85,50.55,49.45,40.87,9.21,5.22,6.67,48.01,11.95,23606,13.72,24.54,16.86,15.83,9.67,26.68
38035,San Miguel de Abona,Santa Cruz de Tenerife,19672,10.48,34.25,50.30,49.70,37.62,8.58,5.22,9.84,54.08,8.86,17231,13.39,22.86,17.0,12.19,8.29,35.89
38037,Santa Cruz de la Palma,Santa Cruz de Tenerife,15674,21.21,5.18,48.41,51.59,44.80,2.93,6.40,12.13,49.98,15.18,19213,22.25,31.94,11.05,11.43,4.85,32.6
38038,Santa Cruz de Tenerife,Santa Cruz de Tenerife,204856,18.61,5.59,47.76,52.24,43.24,13.68,7.89,11.14,47.46,15.65,22339,14.17,26.14,15.08,17.08,7.22,31.53
38039,Santa Úrsula,Santa Cruz de Tenerife,14445,14.09,8.03,50.00,50.00,40.95,9.51,11.12,15.27,41.73,16.07,17879,17.77,19.38,16.6,9.99,6.59,25.92
38040,Santiago del Teide,Santa Cruz de Tenerife,10755,19.50,39.47,49.72,50.28,43.05,4.25,13.38,17.49,50.33,9.50,15537,30.21,21.14,12.85,8.38,5.75,35.49
38043,Tacoronte,Santa Cruz de Tenerife,23961,15.80,3.54,49.70,50.30,41.71,18.39,11.60,16.09,40.85,16.00,20559,13.33,25.16,15.67,14.4,5.4,27.33
38046,Tegueste,Santa Cruz de Tenerife,11203,16.35,2.12,49.37,50.63,42.14,8.02,13.11,7.75,45.88,13.31,20769,13.87,23.02,14.67,20.15,4.53,21.3
39008,El Astillero,Cantabria,18108,16.66,5.71,48.82,51.18,41.94,44.78,5.43,9.41,54.58,9.48,19885,16.38,27.44,18.63,12.06,10.1,21.65
39016,Camargo,Cantabria,30263,18.22,3.75,48.94,51.06,43.10,23.99,3.32,10.03,56.72,9.87,20437,20.12,26.34,17.5,10.09,11.57,20.36
39020,Castro-Urdiales,Cantabria,31977,14.65,7.61,49.54,50.46,41.32,7.36,3.25,8.93,51.45,10.02,24262,13.44,33.76,12.09,19.92,8.12,25.69
39025,Los Corrales de Buelna,Cantabria,10910,21.78,4.44,48.86,51.14,44.44,7.66,5.47,14.06,53.38,11.15,19712,18.18,30.33,11.15,10.26,11.32,20.1
39035,Laredo,Cantabria,11148,26.21,4.14,47.55,52.45,47.80,17.49,6.62,15.55,52.16,11.56,19047,22.63,25.32,13.22,10.05,8.39,22.2
39052,Piélagos,Cantabria,25223,12.71,4.39,49.49,50.51,38.90,7.05,3.52,8.55,50.05,7.55,22170,20.07,21.49,19.09,10.82,13.63,20.25
39073,Santa Cruz de Bezana,Cantabria,12964,14.93,3.72,49.24,50.76,41.10,29.43,2.69,8.14,49.36,6.68,24541,20.28,23.39,19.99,9.62,13.71,19.36
39075,Santander,Cantabria,172044,24.37,7.37,46.13,53.87,46.42,53.73,4.43,11.32,50.43,11.12,23199,23.81,24.62,16.95,9.47,12.17,23.48
39079,Santoña,Cantabria,11050,21.88,4.89,48.76,51.24,44.75,14.42,7.85,14.43,53.85,10.06,19028,25.04,26.78,14.71,8.15,12.59,22.96
39087,Torrelavega,Cantabria,51687,24.62,6.08,47.09,52.91,46.43,17.96,5.97,12.84,53.02,13.57,19091,17.97,30.94,12.66,11.5,8.64,21.86
02003,Albacete,Albacete,173050,16.04,4.83,48.90,51.10,40.92,1.21,8.07,10.97,43.63,12.34,21088,20.45,27.59,22.56,11.5,15.46,21.61
02009,Almansa,Albacete,24537,18.30,4.28,49.78,50.22,42.89,0.41,10.72,16.49,45.58,13.79,17725,23.1,35.78,17.49,12.25,8.88,21.73
02025,Caudete,Albacete,10003,18.37,9.47,50.87,49.13,42.06,2.50,13.91,13.62,43.74,15.18,15761,23.06,25.77,20.36,9.99,18.06,20.27
02037,Hellín,Albacete,30268,16.89,7.33,49.97,50.03,41.16,0.77,12.80,17.87,40.65,16.44,15577,20.96,32.06,19.16,8.56,17.17,30.14
02069,La Roda,Albacete,15515,17.71,10.60,50.50,49.50,41.61,0.78,13.75,13.84,45.42,12.66,16512,26.24,26.7,19.99,8.8,16.9,20.98
02081,Villarrobledo,Albacete,25241,17.21,11.09,49.38,50.62,41.02,0.63,16.83,14.61,42.45,12.29,16886,24.94,31.41,17.02,10.81,14.03,22.43
13005,Alcázar de San Juan,Ciudad Real,30686,17.39,7.15,48.82,51.18,41.53,1.00,10.12,12.38,44.36,12.94,19741,18.78,35.8,18.51,12.53,12.3,20.75
13023,Bolaños de Calatrava,Ciudad Real,11884,17.56,8.13,50.77,49.23,41.05,2.96,18.46,16.28,41.33,13.27,14745,34.76,19.96,16.38,3.8,23.19,28.97
13028,Campo de Criptana,Ciudad Real,13597,20.25,9.04,49.86,50.14,42.79,1.04,17.83,13.52,43.41,12.68,16391,26.87,32.97,14.6,8.28,15.87,17.9
13034,Ciudad Real,Ciudad Real,74743,16.96,4.45,47.39,52.61,41.64,2.58,6.81,8.01,42.85,12.52,23016,24.45,28.16,20.39,10.33,14.47,21.71
13039,Daimiel,Ciudad Real,18051,19.55,5.38,49.88,50.12,42.89,1.30,17.06,14.76,41.06,17.28,16392,24.55,33.16,18.94,9.69,11.59,23.12
13053,Manzanares,Ciudad Real,18043,19.19,5.24,49.49,50.51,42.76,1.19,10.82,13.82,48.77,11.95,19160,20.3,35.03,20.34,9.21,12.67,22.34
13056,Miguelturra,Ciudad Real,15316,11.58,3.11,50.31,49.69,37.97,2.01,9.86,9.01,44.59,13.19,18629,17.55,34.16,17.63,15.63,12.69,20.77
13071,Puertollano,Ciudad Real,47881,20.87,2.93,48.38,51.62,43.60,6.33,12.48,12.40,46.07,17.05,21376,16.88,39.11,18.44,12.68,10.78,29.03
13078,Socuéllamos,Ciudad Real,12268,19.09,10.91,50.41,49.59,42.29,0.95,15.81,14.80,45.61,12.41,15179,22.77,37.62,14.07,6.83,17.35,23.69
13079,La Solana,Ciudad Real,15523,17.93,3.72,50.45,49.55,41.42,2.11,14.98,14.74,45.45,14.26,14290,21.67,38.27,16.25,8.06,13.53,23.02
13082,Tomelloso,Ciudad Real,36091,16.80,11.52,49.51,50.49,40.56,2.17,13.41,14.77,43.81,16.26,16439,24.67,26.28,19.71,8.02,19.3,30.73
13087,Valdepeñas,Ciudad Real,30210,17.28,5.65,48.86,51.14,41.67,1.45,11.55,11.93,45.78,14.27,18524,18.86,32.38,22.35,10.93,12.76,25.37
16078,Cuenca,Cuenca,54898,18.10,8.29,47.64,52.36,42.41,0.54,6.87,10.38,41.91,9.91,20942,23.79,34.42,17.38,9.11,12.91,23.39
16203,Tarancón,Cuenca,14990,15.30,16.81,49.53,50.47,40.27,2.01,9.42,13.20,48.80,12.12,17809,20.21,37.83,14.78,8.94,16.44,24.07
19024,Alovera,Guadalajara,12570,7.36,7.63,50.78,49.22,34.72,33.13,4.79,8.89,49.01,8.82,21660,12.95,26.65,23.79,15.1,18.57,22.73
19046,Azuqueca de Henares,Guadalajara,34685,10.43,18.29,50.60,49.40,36.91,14.51,5.67,9.20,52.08,10.00,20533,13.44,32.02,20.1,15.62,15.59,21.51
19058,Cabanillas del Campo,Guadalajara,10123,9.06,7.47,50.76,49.24,37.34,16.86,2.27,7.18,45.01,7.44,25233,15.08,28.44,21.98,14.34,17.6,16.99
19071,El Casar,Guadalajara,11812,9.20,9.52,50.87,49.13,36.86,17.86,3.74,7.74,48.75,9.03,24027,15.86,23.2,24.0,12.91,20.79,22.42
19130,Guadalajara,Guadalajara,84910,17.09,11.96,48.09,51.91,41.47,3.04,5.91,9.94,46.24,9.68,22177,22.67,29.73,19.24,10.69,15.33,19.54
45019,Bargas,Toledo,10092,14.19,7.17,50.15,49.85,39.57,2.16,9.28,10.72,43.07,11.20,21051,15.51,34.36,19.56,14.65,13.45,22.73
45053,Consuegra,Toledo,10098,20.53,5.97,50.51,49.49,43.22,0.62,20.83,17.36,39.81,12.11,15451,21.33,36.98,17.78,8.32,14.2,17.79
45066,Fuensalida,Toledo,11032,14.87,13.73,50.58,49.42,39.24,2.94,11.64,15.93,41.71,14.34,15819,25.56,26.4,16.39,10.0,20.03,21.96
45081,Illescas,Toledo,28064,9.12,10.88,50.73,49.27,35.43,13.56,5.79,11.56,51.34,11.25,20043,15.71,24.65,23.04,12.79,20.71,21.59
45087,Madridejos,Toledo,10532,20.76,6.25,50.14,49.86,43.45,0.81,18.09,16.88,42.77,11.75,15216,25.52,27.64,22.0,8.28,14.95,22.24
45121,Ocaña,Toledo,11067,11.54,17.70,50.54,49.46,37.24,0.81,7.09,13.08,50.75,14.89,18880,19.15,26.95,18.92,8.69,24.59,26.29
45142,Quintanar de la Orden,Toledo,10918,17.54,13.09,49.58,50.42,40.97,3.03,11.71,16.87,43.84,14.98,15738,27.53,32.0,16.29,8.79,13.07,19.95
45161,Seseña,Toledo,24255,5.99,16.50,51.53,48.47,33.38,2.12,3.20,8.42,56.06,10.56,19420,11.46,24.39,22.05,16.87,21.91,26.73
45163,Sonseca,Toledo,11021,19.02,7.03,50.43,49.57,41.94,3.94,13.74,12.92,42.96,13.79,15437,18.86,30.9,20.04,11.27,17.37,22.23
45165,Talavera de la Reina,Toledo,83009,18.53,6.99,48.03,51.97,41.85,5.65,10.33,13.65,45.45,19.16,17857,20.87,30.27,19.42,10.12,17.07,23.67
45168,Toledo,Toledo,84282,16.61,7.76,47.75,52.25,40.77,6.70,5.68,7.91,42.66,9.01,22872,22.25,28.42,19.69,12.05,15.45,18.99
45173,Torrijos,Toledo,13278,15.55,9.82,49.28,50.72,39.98,6.62,10.84,13.68,44.21,15.03,17899,23.23,28.14,19.58,8.64,18.8,21.23
45205,Yuncos,Toledo,10968,9.58,14.51,51.22,48.78,35.89,10.80,7.79,13.08,48.74,15.58,17024,13.19,28.42,20.55,13.73,21.71,27.17
05019,Ávila,Ávila,57657,19.52,6.72,47.65,52.35,42.96,5.14,5.08,9.82,46.97,10.44,20543,25.49,24.57,24.28,7.98,15.06,19.67
09018,Aranda de Duero,Burgos,32523,21.33,8.88,48.60,51.40,43.73,6.15,6.23,14.83,50.59,9.82,20547,21.76,30.73,21.96,12.32,10.65,22.96
09059,Burgos,Burgos,175921,21.72,6.67,47.59,52.41,44.28,27.71,3.98,12.67,48.48,8.70,21902,23.88,29.12,20.94,11.93,11.35,19.93
09219,Miranda de Ebro,Burgos,35477,21.43,9.19,49.14,50.86,45.01,6.76,7.07,16.18,50.39,9.60,21468,16.69,37.19,16.19,20.21,6.71,25.92
24008,Astorga,León,11029,27.07,3.65,47.18,52.82,47.93,4.78,6.57,16.44,46.99,12.07,17941,31.63,23.92,18.41,10.12,13.47,24.62
24010,La Bañeza,León,10307,22.54,4.69,48.28,51.72,45.31,17.54,5.67,15.61,52.28,12.13,16833,26.65,25.79,19.75,9.32,15.72,27.84
24089,León,León,124772,26.62,5.41,45.31,54.69,47.53,33.63,5.57,12.89,46.34,11.57,22167,24.11,30.12,19.51,10.97,12.43,22.8
24115,Ponferrada,León,65239,23.11,3.72,47.55,52.45,46.09,5.79,9.83,13.61,47.72,12.98,20174,19.57,37.23,16.66,15.34,8.48,25.41
24142,San Andrés del Rabanedo,León,30820,17.83,3.37,47.85,52.15,43.37,7.92,4.03,12.90,54.11,10.73,18973,16.75,33.31,20.25,13.33,12.93,23.89
24222,Villaquilambre,León,18676,12.91,2.53,49.38,50.62,39.60,10.56,3.60,10.19,48.38,9.42,19848,15.73,30.47,21.54,13.91,15.04,21.73
34120,Palencia,Palencia,78629,23.05,3.94,47.15,52.85,45.74,8.43,5.07,14.06,47.69,10.03,20960,27.1,33.15,16.37,9.81,11.13,20.76
37046,Béjar,Salamanca,12961,29.21,3.28,47.32,52.68,49.21,8.14,7.46,17.85,52.39,15.35,16519,27.48,28.24,20.63,9.65,11.77,24.34
37107,Ciudad Rodrigo,Salamanca,12513,27.75,2.97,48.20,51.80,48.08,1.08,9.26,18.13,43.79,14.29,16123,33.28,26.77,20.45,6.39,11.06,26.24
37274,Salamanca,Salamanca,143978,26.90,4.71,45.34,54.66,47.31,37.49,5.26,13.53,43.86,13.04,21035,27.91,28.82,20.85,8.83,11.4,23.05
37294,Santa Marta de Tormes,Salamanca,14732,13.86,3.61,49.21,50.79,41.03,34.24,2.29,10.69,43.22,10.69,21951,22.21,27.56,23.58,10.4,13.9,21.96
40194,Segovia,Segovia,51683,22.79,10.46,46.84,53.16,45.09,5.49,5.32,12.73,45.79,8.61,20805,25.22,30.17,20.62,10.2,10.57,20.46
42173,Soria,Soria,39112,20.61,8.17,47.11,52.89,43.62,1.91,3.74,11.85,48.01,7.76,21009,22.07,36.93,16.77,9.96,8.49,25.46
47010,Arroyo de la Encomienda,Valladolid,19632,5.61,2.99,50.35,49.65,34.01,45.89,1.19,5.44,45.18,5.96,22422,16.09,22.56,27.81,12.42,18.55,15.48
